fecha,anio,mes,sst_nino12,anom_nino12,sst_piura,anom_piura,n_dias_sst,anomalia,icen,icen_operativo,categoria
1986-06-01,1986,6,22.112022810308403,-0.9009642062009916,18.740162338750213,-2.0115311330764505,30,-1.0197918975279876,-0.9533956073414878,-1.0957936696995318,DEBIL
1986-07-01,1986,7,21.313863391406542,-0.5292134923686987,19.65080950502327,-0.3121636519868784,31,-0.5387123156902689,-0.5479167710718317,-0.9533956073414878,NEUTRO
1986-08-01,1986,8,20.83690221919035,-0.0645215261026255,19.09705191878469,-0.0268002421111225,31,-0.08524609999723864,-0.23965231643794027,-0.5479167710718317,NEUTRO
1986-09-01,1986,9,20.58474141990927,-0.0162568002351976,18.327918244262023,-0.5514855643044622,30,-0.09499853362631328,-0.015260981736484306,-0.23965231643794027,NEUTRO
1986-10-01,1986,10,21.12484353304606,0.1457266416250436,19.144687930652456,-0.2429495403671658,31,0.134461688414099,0.009837980567191096,-0.015260981736484306,NEUTRO
1986-11-01,1986,11,21.71400723605483,0.0018035085031406,19.981351650192668,-0.1927948846819679,30,-0.009949213086212438,0.08817749378491868,0.009837980567191096,NEUTRO
1986-12-01,1986,12,23.01716510146506,0.1296023793059185,21.08364090813289,-0.2499055334280881,31,0.14002000602686948,0.23641638879818552,0.08817749378491868,NEUTRO
1987-01-01,1987,1,25.08618673102097,0.6228935470112812,22.963774447548897,0.1811077664708521,31,0.5791783734538996,0.47776658730709914,0.23641638879818552,NEUTRO
1987-02-01,1987,2,26.76749607806717,0.9328663169560604,25.704733085226053,1.511819759232224,28,0.7141013824405285,0.7717305704686991,0.47776658730709914,DEBIL
1987-03-01,1987,3,27.51735235997116,1.3111265504472156,25.625278346726912,1.5626881900572314,31,1.0219119555116691,0.9078139151590795,0.7717305704686991,DEBIL
1987-04-01,1987,4,26.55365035120919,1.1826670945497355,23.496293684034185,0.7225407382587816,30,0.9874284075250408,0.9492394799050743,0.9078139151590795,DEBIL
1987-05-01,1987,5,25.33583774874377,1.0805326870384415,21.700524754241005,0.0129306254357189,31,0.8383780766785129,0.8356825234163429,0.9492394799050743,DEBIL
1987-06-01,1987,6,23.813055793881865,0.8000909375746196,20.95050762271737,0.1988914391020272,30,0.6812410860454747,0.7429307346452134,0.8356825234163429,DEBIL
1987-07-01,1987,7,22.561748748308464,0.7186848532999979,20.33720388674821,0.3739643534606218,31,0.7091730412116526,0.7009042734686813,0.7429307346452134,DEBIL
1987-08-01,1987,8,21.634447012336505,0.7330391209794628,19.11740519566146,-0.0067469020044422,31,0.7122986931489166,0.7165701491344372,0.7009042734686813,DEBIL
1987-09-01,1987,9,21.407978666578327,0.8069915217040232,18.6651028089574,-0.2141832802814541,30,0.7282387130427423,0.9130290693692018,0.7165701491344372,DEBIL
1987-10-01,1987,10,22.28893164654791,1.3098243384164143,20.771786109955205,1.384472462561947,31,1.2985498019159465,0.9759623325740421,0.9130290693692018,DEBIL
1987-11-01,1987,11,22.62505493190448,0.912823331221526,20.06013514268164,-0.1143202658178366,30,0.9010984827634374,0.8759261437158846,0.9759623325740421,DEBIL
1987-12-01,1987,12,23.30527524190646,0.4177086020125105,20.57488734807257,-0.7588319219191633,31,0.42813014646826986,0.37095341074628035,0.8759261437158846,NEUTRO
1988-01-01,1988,1,24.290639960574204,-0.172659632999215,21.22948702705916,-1.5534651613984083,31,-0.21636839699286625,-0.08895855217195485,0.37095341074628035,NEUTRO
1988-02-01,1988,2,25.57475728963537,-0.2713861562359577,22.32563162546722,-1.871851866829193,29,-0.47863740599126814,-0.5572210817139549,-0.08895855217195485,NEUTRO
1988-03-01,1988,3,25.51878296230176,-0.6874341034471658,21.29195731710613,-2.770724117618448,31,-0.9766574421577303,-0.8747644784968998,-0.5572210817139549,DEBIL
1988-04-01,1988,4,24.397223356342447,-0.9737562750432386,20.41737409951416,-2.3564799240520475,30,-1.1689985873417008,-1.1233420881582934,-0.8747644784968998,MODERADA
1988-05-01,1988,5,23.27308943708981,-0.9822311673233406,19.19569625862656,-2.491559455033803,31,-1.2243702349754493,-1.3435016064228762,-1.1233420881582934,FUERTE
1988-06-01,1988,6,21.494678710884912,-1.5183429745050694,18.27964410565701,-2.4720302116490767,30,-1.6371359969514785,-1.4953095934349925,-1.3435016064228762,FUERTE
1988-07-01,1988,7,20.22815315871876,-1.6148792628407376,17.8484863191003,-2.1144419825009875,31,-1.6244225483780497,-1.6313675065550288,-1.4953095934349925,FUERTE
1988-08-01,1988,8,19.28960434485203,-1.6118318722751652,17.31189641102687,-1.8123129178173247,31,-1.632543974335558,-1.5986297368717501,-1.6313675065550288,FUERTE
1988-09-01,1988,9,19.14081726563394,-1.4602090919631117,16.96853682917295,-1.9106647121237508,30,-1.5389226879016427,-1.570023508384357,-1.5986297368717501,FUERTE
1988-10-01,1988,10,19.45177798171609,-1.5273241370531272,17.608143742670467,-1.7792295137781773,31,-1.5386038629158705,-1.4312993817416217,-1.570023508384357,FUERTE
1988-11-01,1988,11,20.50758485473369,-1.2046068389517135,18.25815731278272,-1.9159914558552529,30,-1.2163715944073523,-1.3195645260140445,-1.4312993817416217,FUERTE
1988-12-01,1988,12,21.67342697471928,-1.214147713695201,19.10501861769681,-2.228588567815434,31,-1.2037181207189107,-0.9805771201429417,-1.3195645260140445,DEBIL
1989-01-01,1989,1,23.985366712264508,-0.4779338664195371,21.703939061495145,-1.0788925577851165,31,-0.5216416453025623,-0.6672016040360079,-0.9805771201429417,NEUTRO
1989-02-01,1989,2,25.77714964954009,-0.0574981861800079,24.518392767393443,0.3255258119330828,28,-0.27624504608655087,-0.2690928910068943,-0.6672016040360079,NEUTRO
1989-03-01,1989,3,26.48604842282792,0.2798009896254161,25.369469679364894,1.3069257291706078,31,-0.009391981631569735,-0.12332929131247994,-0.2690928910068943,NEUTRO
1989-04-01,1989,4,25.48187109746483,0.1108796413235664,21.81239085273916,-0.961313341151505,30,-0.08435084621931921,-0.4562697233432746,-0.12332929131247994,NEUTRO
1989-05-01,1989,5,23.222393329886323,-1.032936187941205,19.22317846508034,-2.464201654786289,31,-1.2750663421789348,-0.8374720632044527,-0.4562697233432746,DEBIL
1989-06-01,1989,6,21.978815706621287,-1.0341868316915046,19.00468755235384,-1.7465452057854474,30,-1.152999001215104,-1.03582588999911,-0.8374720632044527,DEBIL
1989-07-01,1989,7,21.17316338049352,-0.6698529947829867,18.70885456579424,-1.2543172520387595,31,-0.6794123266032912,-0.7736541889089578,-1.03582588999911,DEBIL
1989-08-01,1989,8,20.43359708027911,-0.4678756366986892,17.987658979998816,-1.1364955495868438,31,-0.48855123890847807,-0.6671133144509227,-0.7736541889089578,NEUTRO
1989-09-01,1989,9,19.846363575694586,-0.7545818319468532,17.89645619031664,-0.9827595912213104,30,-0.8333763778409988,-0.6545953882949161,-0.6671133144509227,NEUTRO
1989-10-01,1989,10,20.34852329649669,-0.6305598654051742,18.70331395003216,-0.6839828900934397,31,-0.6418585481352714,-0.644079267960341,-0.6545953882949161,NEUTRO
1989-11-01,1989,11,21.26695357123629,-0.4452379437043912,19.35725336460602,-0.8170524375942372,30,-0.4570028779047526,-0.5619020293743494,-0.644079267960341,NEUTRO
1989-12-01,1989,12,22.290300433355167,-0.5972830101881159,19.86746691238064,-1.46625327633634,31,-0.5868446620830241,-0.5593787260505891,-0.5619020293743494,NEUTRO
1990-01-01,1990,1,23.87271971940308,-0.5905987615790566,21.29084782127012,-1.4918252908846243,31,-0.6342886381639907,-0.558918581557465,-0.5593787260505891,NEUTRO
1990-02-01,1990,2,25.59777225120126,-0.2368260434973701,22.66947676088361,-1.523234030586603,28,-0.45562244442538,-0.5398439278425933,-0.558918581557465,NEUTRO
1990-03-01,1990,3,25.96581970352108,-0.240399100029667,22.552021411702405,-1.51031490658726,31,-0.5296207009384091,-0.5658610740140908,-0.5398439278425933,NEUTRO
1990-04-01,1990,4,24.853881867005665,-0.517119218575095,20.875418830624906,-1.898296308706093,30,-0.7123400766784833,-0.6022358043340562,-0.5658610740140908,NEUTRO
1990-05-01,1990,5,23.93271303667998,-0.3226054525838545,20.92002826431185,-0.7673312112581674,31,-0.5647466353852764,-0.547328444890456,-0.6022358043340562,NEUTRO
1990-06-01,1990,6,22.766916085228782,-0.2461005249159077,20.2419581727816,-0.5094625565421347,30,-0.3648986226076083,-0.5874273339582814,-0.547328444890456,NEUTRO
1990-07-01,1990,7,21.01993896321485,-0.8231443548353725,18.39587022195321,-1.5674419987137849,31,-0.8326367438819595,-0.5414975683742623,-0.5874273339582814,NEUTRO
1990-08-01,1990,8,20.49519098055437,-0.406230851954372,18.072714130534653,-1.0513921389544911,31,-0.42695733863321905,-0.6200737259168202,-0.5414975683742623,NEUTRO
1990-09-01,1990,9,20.079112858300302,-0.5218711278307562,18.15824236332161,-0.7208014742837996,30,-0.6006270952352821,-0.6041469250296316,-0.6200737259168202,NEUTRO
1990-10-01,1990,10,20.205525503411568,-0.7735916291111352,18.08078918498263,-1.3070940720604851,31,-0.7848563412203937,-0.7554205831977789,-0.6041469250296316,DEBIL
1990-11-01,1990,11,20.84317813600338,-0.8690091808523703,18.55284134695929,-1.6214315072318095,30,-0.880778313137661,-0.8038592443993219,-0.7554205831977789,DEBIL
1990-12-01,1990,12,22.13120201659828,-0.756366761152691,19.776681726554944,-1.5568098076621693,31,-0.7459430788399111,-0.8137693561697255,-0.8038592443993219,DEBIL
1991-01-01,1991,1,23.692421681035466,-0.7708709038934112,20.822661330854583,-1.9601038699949744,31,-0.8145866765316043,-0.6490597298029428,-0.8137693561697255,NEUTRO
1991-02-01,1991,2,25.666745261589327,-0.1678921333894899,23.33934165809061,-0.8534993298710001,28,-0.386649434037313,-0.4736148627071148,-0.6490597298029428,NEUTRO
1991-03-01,1991,3,26.275831926907063,0.0695864064888266,22.771192397278416,-1.291337880122569,31,-0.21960847755242696,-0.3939256004310157,-0.4736148627071148,NEUTRO
1991-04-01,1991,4,24.99070305398084,-0.3802440996995154,21.01317808678172,-1.760405428044899,30,-0.5755188897033072,-0.26155594489551603,-0.3939256004310157,NEUTRO
1991-05-01,1991,5,24.507919204634444,0.2525636505006564,20.63461681051022,-1.0527981128302684,31,0.01045953256918608,-0.2186246844127441,-0.26155594489551603,NEUTRO
1991-06-01,1991,6,23.04100001173228,0.0279827494109706,19.5715567655107,-1.180036689562741,30,-0.09081469610411119,0.06323307970120358,-0.2186246844127441,NEUTRO
1991-07-01,1991,7,22.122630109735347,0.2795949131693461,19.055231491739587,-0.9077282086479064,31,0.27005440263853586,0.12335778996921339,0.06323307970120358,NEUTRO
1991-08-01,1991,8,21.112981982560804,0.2115715780029276,19.37591605012998,0.2519788260853117,31,0.1908336633732155,0.21456220018607652,0.12335778996921339,NEUTRO
1991-09-01,1991,9,20.862538488082063,0.2615705862136075,18.718240855531363,-0.1613219969844196,30,0.1827985345464782,0.206539014771284,0.21456220018607652,NEUTRO
1991-10-01,1991,10,21.23636669102612,0.2572438922808606,19.621578964434534,0.2338606455936316,31,0.2459848463941583,0.2548872866775144,0.206539014771284,NEUTRO
1991-11-01,1991,11,22.05983492823295,0.3476499585229481,21.132830010610377,0.9587553470709782,30,0.3358784790919067,0.31050494311752175,0.2548872866775144,NEUTRO
1991-12-01,1991,12,23.22679659930469,0.3392266627965735,21.80697420543778,0.4733571301185156,31,0.34965150386650024,0.27481683885607683,0.31050494311752175,NEUTRO
1992-01-01,1992,1,24.645928891176894,0.1826016884595392,22.765007971292547,-0.0179486486632547,31,0.1389205336098236,0.23897824728630113,0.27481683885607683,NEUTRO
1992-02-01,1992,2,26.28175740000922,0.4355635241439569,24.826142367750624,0.6282354232500104,29,0.22836270438257955,0.4265245133638989,0.23897824728630113,NEUTRO
1992-03-01,1992,3,27.407730706558784,1.2014887645965004,26.34108696004626,2.2783786120763727,31,0.9122903020992936,0.9243006705359088,0.4265245133638989,DEBIL
1992-04-01,1992,4,27.19847094881,1.827496933044578,25.586663483553924,2.8129008767521086,30,1.6322490051258534,1.376103467876766,0.9243006705359088,MODERADA
1992-05-01,1992,5,26.08123076847041,1.8259231200984096,23.55464831738175,1.867405952258713,31,1.583771096405151,1.2348929041415804,1.376103467876766,DEBIL
1992-06-01,1992,6,23.620473318730127,0.6074606706445997,20.365532585022624,-0.3859468364326799,30,0.4886586108937365,0.5555678329814681,1.2348929041415804,DEBIL
1992-07-01,1992,7,21.446849498742328,-0.3962048797637438,18.90009641210772,-1.063177708483077,31,-0.4057262083544835,-0.04091779846611606,0.5555678329814681,NEUTRO
1992-08-01,1992,8,20.716462521249987,-0.18499790355106,18.52841963045629,-0.5958662768389366,31,-0.20568579793760122,-0.28807616499874084,-0.04091779846611606,NEUTRO
1992-09-01,1992,9,20.426923464831447,-0.1740957857658487,18.158839113195967,-0.7205442564360307,30,-0.25281648870413775,-0.12147110087868403,-0.28807616499874084,NEUTRO
1992-10-01,1992,10,21.08447082863765,0.1053739125881639,18.977158923254017,-0.410033992833943,31,0.09408898400568688,-0.1369092680875319,-0.12147110087868403,NEUTRO
1992-11-01,1992,11,21.471956149576897,-0.2402446214408061,18.95567007315575,-1.2185120902440392,30,-0.2520002995641448,-0.20936786639903934,-0.1369092680875319,NEUTRO
1992-12-01,1992,12,22.40695281179953,-0.4806375475541276,19.503289522749267,-1.8302330319554263,31,-0.47019228363866006,-0.3374007184537149,-0.20936786639903934,NEUTRO
1993-01-01,1993,1,24.21699878540873,-0.2463438190954908,21.78486043482725,-0.998073973594756,31,-0.2900095721583398,-0.23318269803657188,-0.3374007184537149,NEUTRO
1993-02-01,1993,2,26.114048457313924,0.279449520051252,24.142763683794847,-0.0501457530574635,28,0.0606537616872842,0.023807864143752983,-0.23318269803657188,NEUTRO
1993-03-01,1993,3,26.796219807361805,0.5900197149016454,24.02176060181908,-0.0406698047438648,31,0.30077940290231453,0.3224296042230286,0.023807864143752983,NEUTRO
1993-04-01,1993,4,26.172077591763635,0.8010861073268765,22.689360361869667,-0.0843535488914949,30,0.605855648079487,0.5076660381025148,0.3224296042230286,DEBIL
1993-05-01,1993,5,25.113822735391,0.8585086574191378,21.80787736639304,0.1203320381108847,31,0.6163630633257426,0.5491701347618267,0.5076660381025148,DEBIL
1993-06-01,1993,6,23.55710640071664,0.5441396009921358,20.82529295806109,0.073878483274697,30,0.4252916928802506,0.43065834639824746,0.5491701347618267,NEUTRO
1993-07-01,1993,7,22.10289599008556,0.2598550772066244,19.97978728808522,0.0169768535281751,31,0.2503202829887492,0.2833833005195506,0.43065834639824746,NEUTRO
1993-08-01,1993,8,21.09668624487724,0.1952285964184183,18.461186993012284,-0.6630259026475499,31,0.17453792568965198,0.24030094626396922,0.2833833005195506,NEUTRO
1993-09-01,1993,9,20.97578458364909,0.3747908811216602,18.431656838108005,-0.4476521472050035,30,0.29604463011350646,0.25728156682681674,0.24030094626396922,NEUTRO
1993-10-01,1993,10,21.291643989309254,0.3125459625893071,18.91136063208297,-0.4760704500132406,31,0.30126214467729184,0.20322295831095616,0.25728156682681674,NEUTRO
1993-11-01,1993,11,21.736318549283112,0.0241166775017703,19.398921259842528,-0.7751443011112974,30,0.012362100142070176,-0.0366124528137064,0.20322295831095616,NEUTRO
1993-12-01,1993,12,22.45368349217771,-0.4339175918580572,19.79928733942575,-1.5345456363253158,31,-0.4234616032604812,-0.2141724076988325,-0.0366124528137064,NEUTRO
1994-01-01,1994,1,24.275590637588984,-0.1877240966335403,21.9498116072828,-0.8328357805651784,31,-0.23141771997808647,-0.3292168169233302,-0.2141724076988325,NEUTRO
1994-02-01,1994,2,25.720623568095217,-0.1140116004621136,22.6082590407582,-1.5848705813369075,28,-0.3327711275314229,-0.5838806888961253,-0.3292168169233302,NEUTRO
1994-03-01,1994,3,25.307987185280624,-0.898246020921211,21.536223877128613,-2.526644112862693,31,-1.1874532191788667,-0.951136902592116,-0.5838806888961253,DEBIL
1994-04-01,1994,4,24.23303558261809,-1.1379624574014808,20.682753950968905,-2.091058412911153,30,-1.3331863610660584,-1.2482480339460267,-0.951136902592116,MODERADA
1994-05-01,1994,5,23.273355150472103,-0.9819696368207768,19.11554245321257,-2.571949913261529,31,-1.224104521593155,-1.1214038102744734,-1.2482480339460267,MODERADA
1994-06-01,1994,6,22.324894159672183,-0.6880922198435618,19.33694264812644,-1.4144597084938852,30,-0.8069205481642072,-0.8768015677927075,-1.1214038102744734,DEBIL
1994-07-01,1994,7,21.25319607347605,-0.5898746324869582,18.80217229881269,-1.1606882873340216,31,-0.5993796336207602,-0.7955768068866208,-0.8768015677927075,DEBIL
1994-08-01,1994,8,19.941718080312693,-0.9597564913445836,18.078802468668773,-1.0453771367117202,31,-0.9804302388748951,-0.7044478497082108,-0.7955768068866208,DEBIL
1994-09-01,1994,9,20.146206276906607,-0.4547706312103427,18.10722968671469,-0.7720197129614119,30,-0.5335336766289771,-0.2702036366560551,-0.7044478497082108,NEUTRO
1994-10-01,1994,10,21.69373485016767,0.7146347643996106,19.90029323548009,0.5128458865428369,31,0.7033530055357069,0.2674049972148988,-0.2702036366560551,NEUTRO
1994-11-01,1994,11,22.35635211187901,0.6441251965156504,20.08065460434467,-0.0934560786284693,30,0.6323956627379665,0.6685460409227287,0.2674049972148988,DEBIL
1994-12-01,1994,12,23.547034549932704,0.6594336923054117,21.748914553148264,0.4151133544820282,31,0.6698894544945126,0.619905759428813,0.6685460409227287,DEBIL
1995-01-01,1995,1,25.06444051862103,0.601148443946005,22.94141137814191,0.1584638373532066,31,0.5574321610539599,0.4374479995163926,0.619905759428813,NEUTRO
1995-02-01,1995,2,26.138417078627345,0.3038216181610927,24.007567012899983,-0.1854933226431803,28,0.0850223830007053,0.09643557390635848,0.4374479995163926,NEUTRO
1995-03-01,1995,3,26.1422925821239,-0.0639771907156768,22.641378358075865,-1.421385167451186,31,-0.3531478223355897,-0.47314030030726784,0.09643557390635848,NEUTRO
1995-04-01,1995,4,24.41492648209723,-0.95609210597145,20.783416931926062,-1.9902446529290223,30,-1.151295461586919,-0.9412601185779673,-0.47314030030726784,DEBIL
1995-05-01,1995,5,23.178122600253865,-1.0771577161409458,19.26744578170008,-2.4198000961959374,31,-1.3193370718113933,-1.081766346137524,-0.9412601185779673,DEBIL
1995-06-01,1995,6,22.35714820282213,-0.6558581809172441,19.19203836488524,-1.5593583514826612,30,-0.7746665050142596,-0.864617119682953,-1.081766346137524,DEBIL
1995-07-01,1995,7,21.352727924873605,-0.4903378188034962,18.67675036073477,-1.2863721701911497,31,-0.49984778222320614,-0.6714665461318864,-0.864617119682953,NEUTRO
1995-08-01,1995,8,20.182262968029395,-0.7192001957130928,18.31742540761677,-0.8069541015677778,31,-0.7398853511581933,-0.5309111698884775,-0.6714665461318864,NEUTRO
1995-09-01,1995,9,20.32673957725155,-0.2742473240054821,18.811497626626466,-0.0677194951694867,30,-0.353000376284033,-0.6397300045383597,-0.5309111698884775,NEUTRO
